what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272671541581
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272671675299
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1272671675315
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272671709837
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272671773564
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272671775779
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272671777542
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272671783392
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272671784640
closed,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272671784733
stopped,bundle,org.eclipse.mylyn.ide.ant,3.3.2.v20100222-0100-e3x,"org.eclipse.mylyn.ide.ant",1272671785014
